timestamp_utc,event_type,source_name,message,severity,condition_name,event_id,raw
2026-03-10 08:11:08.891160+00:00,"NodeId(Identifier=2130, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)",Internal,"LocalizedText(Locale=None, Text='Raising Events')",500,None,"b'\xfc\xf7\x83\xdf$\xd4:M\xbe\x1e\x9b\x14\x8a\xbb,u'",,,,,"Event([""EventId:b'\\xfc\\xf7\\x83\\xdf$\\xd4:M\\xbe\\x1e\\x9b\\x14\\x8a\\xbb,u'"", 'EventType:NodeId(Identifier=2130, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', 'SourceNode:NodeId(Identifier=2253, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', 'SourceName:Internal', 'Time:2026-03-10 08:11:08.891160+00:00', 'ReceiveTime:2026-03-10 08:11:08.891160+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='Raising Events')"", 'Severity:500', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:None', 'BranchId:None', 'Retain:None', 'SupportsFilteredRetain:None', 'EnabledState:None', 'EnabledState/Id:None', 'EnabledState/EffectiveDisplayName:None', 'EnabledState/TransitionTime:None', 'EnabledState/EffectiveTransitionTime:None', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:None', 'Quality/SourceTimestamp:None', 'LastSeverity:None', 'LastSeverity/SourceTimestamp:None', 'Comment:None', 'Comment/SourceTimestamp:None', 'ClientUserId:None', 'NodeId:None'])"
2026-03-10 08:11:08.891116+00:00,"NodeId(Identifier=9764, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)",WestTank,"LocalizedText(Locale=None, Text='Deterministic heartbeat for WestTank')",300,Gold,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,True,,,"Event([""EventId:b'\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00'"", 'EventType:NodeId(Identifier=9764, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', ""SourceNode:NodeId(Identifier='1:Metals/WestTank', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)"", 'SourceName:WestTank', 'Time:2026-03-10 08:11:08.891116+00:00', 'ReceiveTime:2026-03-10 08:11:08.891130+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='Deterministic heartbeat for WestTank')"", 'Severity:300', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:Gold', 'BranchId:None', 'Retain:True', 'SupportsFilteredRetain:None', ""EnabledState:LocalizedText(Locale='en-US', Text='Enabled')"", 'EnabledState/Id:True', ""EnabledState/EffectiveDisplayName:LocalizedText(Locale='en-US', Text='High | Unacknowledged')"", 'EnabledState/TransitionTime:2026-03-10 06:58:52.203075+00:00', 'EnabledState/EffectiveTransitionTime:2026-03-10 08:11:08.891160+00:00', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:StatusCode(value=0)', 'Quality/SourceTimestamp:1601-01-01 00:00:00+00:00', 'LastSeverity:300', 'LastSeverity/SourceTimestamp:2026-03-10 08:11:08.891157+00:00', 'Comment:LocalizedText(Locale=None, Text=None)', 'Comment/SourceTimestamp:2026-03-10 08:11:08.891156+00:00', 'ClientUserId:None', ""NodeId:NodeId(Identifier='1:Metals/WestTank?Gold', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)""])"
2026-03-10 08:11:08.941938+00:00,"NodeId(Identifier=15143, NamespaceIndex=2, NodeIdType=<NodeIdType.FourByte: 1>)",Boiler #2,"LocalizedText(Locale=None, Text='Temperature is above target!')",100,None,"b'o\x98b9,\x15\x81B\xa5\xf1\x98\xa8\xc5,!^'",,,,,"Event([""EventId:b'o\\x98b9,\\x15\\x81B\\xa5\\xf1\\x98\\xa8\\xc5,!^'"", 'EventType:NodeId(Identifier=15143, NamespaceIndex=2, NodeIdType=<NodeIdType.FourByte: 1>)', 'SourceNode:NodeId(Identifier=5017, NamespaceIndex=4, NodeIdType=<NodeIdType.FourByte: 1>)', 'SourceName:Boiler #2', 'Time:2026-03-10 08:11:08.941938+00:00', 'ReceiveTime:2026-03-10 06:58:52.116945+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='Temperature is above target!')"", 'Severity:100', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:None', 'BranchId:None', 'Retain:None', 'SupportsFilteredRetain:None', 'EnabledState:None', 'EnabledState/Id:None', 'EnabledState/EffectiveDisplayName:None', 'EnabledState/TransitionTime:None', 'EnabledState/EffectiveTransitionTime:None', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:None', 'Quality/SourceTimestamp:None', 'LastSeverity:None', 'LastSeverity/SourceTimestamp:None', 'Comment:None', 'Comment/SourceTimestamp:None', 'ClientUserId:None', 'NodeId:None'])"
2026-03-10 08:11:09.888928+00:00,"NodeId(Identifier=2130, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)",Internal,"LocalizedText(Locale=None, Text='Raising Events')",500,None,b'\x04\x96\xc2\xf7\xa9\x04\x8eH\xae\xd4\xa1\xb2W\x05\x97L',,,,,"Event([""EventId:b'\\x04\\x96\\xc2\\xf7\\xa9\\x04\\x8eH\\xae\\xd4\\xa1\\xb2W\\x05\\x97L'"", 'EventType:NodeId(Identifier=2130, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', 'SourceNode:NodeId(Identifier=2253, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', 'SourceName:Internal', 'Time:2026-03-10 08:11:09.888928+00:00', 'ReceiveTime:2026-03-10 08:11:09.888928+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='Raising Events')"", 'Severity:500', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:None', 'BranchId:None', 'Retain:None', 'SupportsFilteredRetain:None', 'EnabledState:None', 'EnabledState/Id:None', 'EnabledState/EffectiveDisplayName:None', 'EnabledState/TransitionTime:None', 'EnabledState/EffectiveTransitionTime:None', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:None', 'Quality/SourceTimestamp:None', 'LastSeverity:None', 'LastSeverity/SourceTimestamp:None', 'Comment:None', 'Comment/SourceTimestamp:None', 'ClientUserId:None', 'NodeId:None'])"
2026-03-10 08:11:09.888895+00:00,"NodeId(Identifier=9764, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)",EastTank,"LocalizedText(Locale=None, Text='Deterministic heartbeat for EastTank')",900,Red,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,True,,,"Event([""EventId:b'\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00'"", 'EventType:NodeId(Identifier=9764, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', ""SourceNode:NodeId(Identifier='1:Colours/EastTank', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)"", 'SourceName:EastTank', 'Time:2026-03-10 08:11:09.888895+00:00', 'ReceiveTime:2026-03-10 08:11:09.888910+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='Deterministic heartbeat for EastTank')"", 'Severity:900', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:Red', 'BranchId:None', 'Retain:True', 'SupportsFilteredRetain:None', ""EnabledState:LocalizedText(Locale='en-US', Text='Enabled')"", 'EnabledState/Id:True', ""EnabledState/EffectiveDisplayName:LocalizedText(Locale='en-US', Text='High | Unacknowledged')"", 'EnabledState/TransitionTime:2026-03-10 06:58:52.203357+00:00', 'EnabledState/EffectiveTransitionTime:2026-03-10 08:11:09.888932+00:00', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:StatusCode(value=0)', 'Quality/SourceTimestamp:1601-01-01 00:00:00+00:00', 'LastSeverity:900', 'LastSeverity/SourceTimestamp:2026-03-10 08:11:09.888930+00:00', 'Comment:LocalizedText(Locale=None, Text=None)', 'Comment/SourceTimestamp:2026-03-10 08:11:09.888928+00:00', 'ClientUserId:None', ""NodeId:NodeId(Identifier='1:Colours/EastTank?Red', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)""])"
2026-03-10 08:11:09.888992+00:00,"NodeId(Identifier=10060, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)",SouthMotor,"LocalizedText(Locale=None, Text='The alarm severity has increased.')",500,Silver,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,True,,,"Event([""EventId:b'\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00'"", 'EventType:NodeId(Identifier=10060, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', ""SourceNode:NodeId(Identifier='1:Metals/SouthMotor', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)"", 'SourceName:SouthMotor', 'Time:2026-03-10 08:11:09.888992+00:00', 'ReceiveTime:2026-03-10 08:11:09.889588+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='The alarm severity has increased.')"", 'Severity:500', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:Silver', 'BranchId:None', 'Retain:True', 'SupportsFilteredRetain:None', ""EnabledState:LocalizedText(Locale='en-US', Text='Enabled')"", 'EnabledState/Id:True', ""EnabledState/EffectiveDisplayName:LocalizedText(Locale='en-US', Text='LowActive | Unacknowledged')"", 'EnabledState/TransitionTime:2026-03-10 06:58:52.197458+00:00', 'EnabledState/EffectiveTransitionTime:2026-03-10 08:11:09.889605+00:00', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:StatusCode(value=0)', 'Quality/SourceTimestamp:1601-01-01 00:00:00+00:00', 'LastSeverity:300', 'LastSeverity/SourceTimestamp:2026-03-10 08:11:09.889598+00:00', 'Comment:LocalizedText(Locale=None, Text=None)', 'Comment/SourceTimestamp:2026-03-10 08:11:09.889597+00:00', 'ClientUserId:None', ""NodeId:NodeId(Identifier='1:Metals/SouthMotor?Silver', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)""])"
2026-03-10 08:11:09.889817+00:00,"NodeId(Identifier=9764, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)",NorthMotor,"LocalizedText(Locale=None, Text='The alarm severity has increased.')",500,Red,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,True,,,"Event([""EventId:b'\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00'"", 'EventType:NodeId(Identifier=9764, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', ""SourceNode:NodeId(Identifier='1:Colours/NorthMotor', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)"", 'SourceName:NorthMotor', 'Time:2026-03-10 08:11:09.889817+00:00', 'ReceiveTime:2026-03-10 08:11:09.889820+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='The alarm severity has increased.')"", 'Severity:500', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:Red', 'BranchId:None', 'Retain:True', 'SupportsFilteredRetain:None', ""EnabledState:LocalizedText(Locale='en-US', Text='Enabled')"", 'EnabledState/Id:True', ""EnabledState/EffectiveDisplayName:LocalizedText(Locale='en-US', Text='High | Unacknowledged')"", 'EnabledState/TransitionTime:2026-03-10 06:58:52.202750+00:00', 'EnabledState/EffectiveTransitionTime:2026-03-10 08:11:09.889828+00:00', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:StatusCode(value=0)', 'Quality/SourceTimestamp:1601-01-01 00:00:00+00:00', 'LastSeverity:300', 'LastSeverity/SourceTimestamp:2026-03-10 08:11:09.889826+00:00', 'Comment:LocalizedText(Locale=None, Text=None)', 'Comment/SourceTimestamp:2026-03-10 08:11:09.889826+00:00', 'ClientUserId:None', ""NodeId:NodeId(Identifier='1:Colours/NorthMotor?Red', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)""])"
2026-03-10 08:11:09.889963+00:00,"NodeId(Identifier=10751, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)",EastTank,"LocalizedText(Locale=None, Text='The alarm severity has increased.')",500,Green,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,True,,,"Event([""EventId:b'\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00'"", 'EventType:NodeId(Identifier=10751, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', ""SourceNode:NodeId(Identifier='1:Colours/EastTank', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)"", 'SourceName:EastTank', 'Time:2026-03-10 08:11:09.889963+00:00', 'ReceiveTime:2026-03-10 08:11:09.889964+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='The alarm severity has increased.')"", 'Severity:500', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:Green', 'BranchId:None', 'Retain:True', 'SupportsFilteredRetain:None', ""EnabledState:LocalizedText(Locale='en-US', Text='Enabled')"", 'EnabledState/Id:True', ""EnabledState/EffectiveDisplayName:LocalizedText(Locale='en-US', Text='Active | Unacknowledged')"", 'EnabledState/TransitionTime:2026-03-10 06:58:52.203358+00:00', 'EnabledState/EffectiveTransitionTime:2026-03-10 08:11:09.889971+00:00', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:StatusCode(value=0)', 'Quality/SourceTimestamp:1601-01-01 00:00:00+00:00', 'LastSeverity:300', 'LastSeverity/SourceTimestamp:2026-03-10 08:11:09.889971+00:00', 'Comment:LocalizedText(Locale=None, Text=None)', 'Comment/SourceTimestamp:2026-03-10 08:11:09.889971+00:00', 'ClientUserId:None', ""NodeId:NodeId(Identifier='1:Colours/EastTank?Green', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)""])"
2026-03-10 08:11:09.942944+00:00,"NodeId(Identifier=15143, NamespaceIndex=2, NodeIdType=<NodeIdType.FourByte: 1>)",Boiler #2,"LocalizedText(Locale=None, Text='Temperature is above target!')",100,None,"b'o\x98b9,\x15\x81B\xa5\xf1\x98\xa8\xc5,!^'",,,,,"Event([""EventId:b'o\\x98b9,\\x15\\x81B\\xa5\\xf1\\x98\\xa8\\xc5,!^'"", 'EventType:NodeId(Identifier=15143, NamespaceIndex=2, NodeIdType=<NodeIdType.FourByte: 1>)', 'SourceNode:NodeId(Identifier=5017, NamespaceIndex=4, NodeIdType=<NodeIdType.FourByte: 1>)', 'SourceName:Boiler #2', 'Time:2026-03-10 08:11:09.942944+00:00', 'ReceiveTime:2026-03-10 06:58:52.116945+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='Temperature is above target!')"", 'Severity:100', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:None', 'BranchId:None', 'Retain:None', 'SupportsFilteredRetain:None', 'EnabledState:None', 'EnabledState/Id:None', 'EnabledState/EffectiveDisplayName:None', 'EnabledState/TransitionTime:None', 'EnabledState/EffectiveTransitionTime:None', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:None', 'Quality/SourceTimestamp:None', 'LastSeverity:None', 'LastSeverity/SourceTimestamp:None', 'Comment:None', 'Comment/SourceTimestamp:None', 'ClientUserId:None', 'NodeId:None'])"
2026-03-10 08:11:10.891558+00:00,"NodeId(Identifier=9764, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)",NorthMotor,"LocalizedText(Locale=None, Text='Deterministic heartbeat for NorthMotor')",500,Red,b'\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00',,True,,,"Event([""EventId:b'\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00'"", 'EventType:NodeId(Identifier=9764, NamespaceIndex=0, NodeIdType=<NodeIdType.FourByte: 1>)', ""SourceNode:NodeId(Identifier='1:Colours/NorthMotor', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)"", 'SourceName:NorthMotor', 'Time:2026-03-10 08:11:10.891558+00:00', 'ReceiveTime:2026-03-10 08:11:10.891574+00:00', 'LocalTime:None', ""Message:LocalizedText(Locale=None, Text='Deterministic heartbeat for NorthMotor')"", 'Severity:500', 'ConditionClassId:None', 'ConditionClassName:None', 'ConditionSubClassId:None', 'ConditionSubClassName:None', 'ConditionName:Red', 'BranchId:None', 'Retain:True', 'SupportsFilteredRetain:None', ""EnabledState:LocalizedText(Locale='en-US', Text='Enabled')"", 'EnabledState/Id:True', ""EnabledState/EffectiveDisplayName:LocalizedText(Locale='en-US', Text='High | Unacknowledged')"", 'EnabledState/TransitionTime:2026-03-10 06:58:52.202750+00:00', 'EnabledState/EffectiveTransitionTime:2026-03-10 08:11:10.891599+00:00', 'EnabledState/TrueState:None', 'EnabledState/FalseState:None', 'Quality:StatusCode(value=0)', 'Quality/SourceTimestamp:1601-01-01 00:00:00+00:00', 'LastSeverity:500', 'LastSeverity/SourceTimestamp:2026-03-10 08:11:10.891595+00:00', 'Comment:LocalizedText(Locale=None, Text=None)', 'Comment/SourceTimestamp:2026-03-10 08:11:10.891594+00:00', 'ClientUserId:None', ""NodeId:NodeId(Identifier='1:Colours/NorthMotor?Red', NamespaceIndex=6, NodeIdType=<NodeIdType.String: 3>)""])"
